City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather
0,Lompoc,US,34.6391,-120.4579,66.02,66,40,19.57,scattered clouds
1,Puerto Ayora,EC,-0.7393,-90.3518,75.16,84,49,9.26,scattered clouds
2,Pevek,RU,69.7008,170.3133,9.61,94,85,5.97,overcast clouds
3,Sorland,NO,67.667,12.6934,41.4,77,97,17.78,overcast clouds
4,Naze,JP,28.3667,129.4833,72.52,92,100,10.16,overcast clouds
5,Atuona,PF,-9.8,-139.0333,79.05,75,39,12.84,scattered clouds
6,Palmer,US,42.1584,-72.3287,62.2,32,20,14.97,few clouds
7,Atar,MR,20.5169,-13.0499,78.78,19,37,6.69,scattered clouds
8,Rikitea,PF,-23.1203,-134.9692,70.77,89,100,6.4,heavy intensity rain
9,Lukulu,ZM,-14.3707,23.242,62.71,87,95,3.78,overcast clouds
10,Ushuaia,AR,-54.8,-68.3,39.06,92,95,5.48,overcast clouds
11,Vanimo,PG,-2.6741,141.3028,77.72,89,100,4.45,overcast clouds
12,Butaritari,KI,3.0707,172.7902,81.99,75,19,19.48,few clouds
13,Dourbali,TD,11.8091,15.8632,95.22,20,98,1.79,overcast clouds
14,Portland,US,45.5234,-122.6762,62.53,59,75,11.5,broken clouds
15,Oktyabrskiy,RU,54.4815,53.471,36.28,70,2,6.24,clear sky
16,Nishihara,JP,26.1842,127.7558,75.25,94,75,12.66,broken clouds
17,Hovin,NO,63.1055,10.225,41.85,95,100,1.32,overcast clouds
18,Saint-Philippe,RE,-21.3585,55.7679,76.59,83,85,18.12,light rain
19,Luderitz,NA,-26.6481,15.1594,60.67,76,0,18.21,clear sky
20,Cockburn Town,TC,21.4612,-71.1419,78.01,72,0,17.52,clear sky
21,San Quintin,MX,30.4833,-115.95,63.34,63,81,23.73,broken clouds
22,Bredasdorp,ZA,-34.5322,20.0403,59.65,55,98,7.36,overcast clouds
23,Airai,TL,-8.9266,125.4092,58.59,79,64,2.71,broken clouds
24,Hilo,US,19.7297,-155.09,84.27,83,100,5.75,overcast clouds
25,Bathsheba,BB,13.2167,-59.5167,79.41,69,20,14.97,few clouds
26,Qaanaaq,GL,77.484,-69.3632,5.31,89,100,5.19,overcast clouds
27,Itarema,BR,-2.9248,-39.9167,78.01,85,96,8.59,moderate rain
28,Nadapuram,IN,11.7,75.6667,79.14,91,100,1.86,overcast clouds
29,Mount Isa,AU,-20.7333,139.5,69.57,83,100,12.66,overcast clouds
30,Coihaique,CL,-45.5752,-72.0662,45.21,93,100,5.75,light rain
31,Mar Del Plata,AR,-38.0023,-57.5575,55.42,88,75,13.8,broken clouds
32,Yellowknife,CA,62.456,-114.3525,34.72,91,99,1.28,overcast clouds
33,Atambua,ID,-9.1061,124.8925,72.55,87,86,3.83,overcast clouds
34,Grindavik,IS,63.8424,-22.4338,45.07,87,100,12.66,overcast clouds
35,Severo-Kurilsk,RU,50.6789,156.125,38.55,100,100,6.53,overcast clouds
36,Albany,US,42.6001,-73.9662,58.17,42,12,10.65,few clouds
37,Cape Town,ZA,-33.9258,18.4232,59.34,70,0,15.01,clear sky
38,Norman Wells,CA,65.282,-126.8329,29.89,78,99,11.61,overcast clouds
39,Xuddur,SO,4.1213,43.8894,77.38,72,87,11.5,overcast clouds
40,Madang,PG,-5.2246,145.7966,75.04,95,100,7.2,overcast clouds
41,Zhigansk,RU,66.7697,123.3711,11.71,97,99,9.33,overcast clouds
42,Vung Tau,VN,10.346,107.0843,81.18,83,25,13.09,scattered clouds
43,Mayo,US,38.8876,-76.5119,74.12,34,0,6.91,clear sky
44,Mahebourg,MU,-20.4081,57.7,76.24,67,88,18.95,overcast clouds
45,Sapa,PH,5.1544,120.3241,79.65,82,95,1.88,overcast clouds
46,Ribeira Grande,PT,38.5167,-28.7,58.77,64,94,13.71,overcast clouds
47,Cabo San Lucas,MX,22.8909,-109.9124,88.11,23,0,14.97,clear sky
48,Tasiilaq,GL,65.6145,-37.6368,33.96,93,100,4.41,overcast clouds
49,Busselton,AU,-33.65,115.3333,56.34,76,0,11.9,clear sky
50,Abalak,RU,58.1286,68.5944,19.11,79,37,6.22,scattered clouds
51,Hobart,AU,-42.8794,147.3294,48.06,84,20,10.36,few clouds
52,Torbay,CA,47.6666,-52.7314,42.89,54,100,10.45,overcast clouds
53,Marawi,PH,7.9986,124.2928,68.0,92,63,1.95,broken clouds
54,Mataura,NZ,-46.1927,168.8643,54.48,85,15,4.18,few clouds
55,Romny,UA,50.751,33.4747,45.97,82,100,7.72,overcast clouds
56,Longyearbyen,SJ,78.2186,15.6401,21.04,79,75,3.44,light snow
57,Kapaa,US,22.0752,-159.319,82.38,81,75,12.66,broken clouds
58,Barrow,US,71.2906,-156.7887,6.82,78,0,5.75,clear sky
59,Kasongo-Lunda,CD,-6.4667,16.8167,70.14,99,100,0.78,moderate rain
60,Vestmannaeyjar,IS,63.4427,-20.2734,46.35,86,66,14.36,broken clouds
61,Bud,US,39.447,-86.1758,78.82,63,76,10.04,broken clouds
62,Punta Arenas,CL,-53.15,-70.9167,46.51,71,100,3.44,light rain
63,Puerto Del Rosario,ES,28.5004,-13.8627,65.95,59,20,9.22,few clouds
64,Koslan,RU,63.4564,48.8989,34.41,94,100,4.56,overcast clouds
65,Maniitsoq,GL,65.4167,-52.9,30.94,92,100,5.01,overcast clouds
66,Ust-Kuyga,RU,70.0167,135.6,6.42,99,100,0.22,overcast clouds
67,Nalut,LY,30.3333,10.85,64.58,22,0,8.84,clear sky
68,Xichang,CN,27.8964,102.2634,59.07,85,76,1.57,broken clouds
69,Provideniya,RU,64.3833,-173.3,32.56,65,21,1.48,few clouds
70,Tuktoyaktuk,CA,69.4541,-133.0374,17.71,85,7,16.35,clear sky
71,Paris,FR,48.8534,2.3488,58.14,66,0,8.05,clear sky
72,Port Alfred,ZA,-33.5906,26.891,59.18,95,100,3.0,moderate rain
73,Anori,BR,-3.7728,-61.6442,77.16,90,75,1.68,broken clouds
74,Antofagasta,CL,-23.65,-70.4,61.88,81,35,8.16,scattered clouds
75,Aklavik,CA,68.2191,-135.0107,24.06,84,100,19.01,overcast clouds
76,Husavik,IS,66.0449,-17.3389,43.07,81,50,2.04,scattered clouds
77,Nove Straseci,CZ,50.1527,13.9004,47.25,89,100,7.0,overcast clouds
78,Formosa Do Rio Preto,BR,-11.0483,-45.1931,78.4,54,73,4.34,broken clouds
79,Georgetown,MY,5.4112,100.3354,80.53,89,20,1.14,few clouds
80,Avarua,CK,-21.2078,-159.775,82.45,74,75,20.71,broken clouds
81,Semey,KZ,50.4111,80.2275,34.68,50,51,5.86,broken clouds
82,Maragogipe,BR,-12.7778,-38.9194,75.16,90,12,4.34,light rain
83,Kavaratti,IN,10.5669,72.642,83.98,73,99,4.09,overcast clouds
84,Pianco,BR,-7.1981,-37.9292,84.69,48,94,11.97,overcast clouds
85,Zharkent,KZ,44.1628,80.0,59.74,37,13,3.49,few clouds
86,Hirara,JP,24.8,125.2833,75.47,94,75,11.5,broken clouds
87,Upernavik,GL,72.7868,-56.1549,7.9,90,82,2.04,broken clouds
88,Faanui,PF,-16.4833,-151.75,79.14,76,85,9.06,moderate rain
89,Columbia,US,34.0007,-81.0348,84.56,43,40,5.75,scattered clouds
90,Hare Bay,CA,48.8499,-54.0148,42.19,54,100,10.22,overcast clouds
91,Urucara,BR,-2.5364,-57.76,74.03,97,89,1.81,overcast clouds
92,Saint Anthony,US,45.0205,-93.218,51.73,89,100,19.57,overcast clouds
93,Pundaguitan,PH,6.3711,126.1689,78.57,86,100,15.48,light rain
94,Kodiak,US,57.79,-152.4072,44.11,81,100,11.5,overcast clouds
95,Thompson,CA,55.7435,-97.8558,41.27,65,95,7.49,overcast clouds
96,Geraldton,AU,-28.7667,114.6,66.61,45,0,20.71,clear sky
97,Minab,IR,27.1467,57.0801,78.91,48,75,3.98,broken clouds
98,Taoudenni,ML,22.6783,-3.9836,82.42,8,72,10.02,broken clouds
99,Hithadhoo,MV,-0.6,73.0833,84.65,71,100,12.71,overcast clouds
100,Auki,SB,-8.7676,160.7034,81.91,77,89,3.65,overcast clouds
101,La Ronge,CA,55.1001,-105.2842,37.26,81,99,5.88,overcast clouds
102,Jacareacanga,BR,-6.2222,-57.7528,75.47,97,95,1.99,overcast clouds
103,Kaitangata,NZ,-46.2817,169.8464,50.99,69,67,9.35,broken clouds
104,Saint George,US,37.1041,-113.5841,59.25,52,75,18.41,broken clouds
105,Vaini,TO,-21.2,-175.2,82.56,69,20,3.44,few clouds
106,Igarka,RU,67.4667,86.5833,11.75,96,99,8.37,overcast clouds
107,Souillac,MU,-20.5167,57.5167,75.87,68,77,18.21,broken clouds
108,Jamestown,US,42.097,-79.2353,59.52,42,0,11.5,clear sky
109,Sao Filipe,CV,14.8961,-24.4956,74.08,75,0,5.55,clear sky
110,Asau,RO,46.4333,26.4,50.92,100,83,3.42,broken clouds
111,Okhotsk,RU,59.3833,143.3,26.49,82,97,2.08,overcast clouds
112,Nikolskoye,RU,59.7035,30.7861,44.71,78,88,3.91,overcast clouds
113,Chokurdakh,RU,70.6333,147.9167,7.48,95,100,6.35,overcast clouds
114,Hermanus,ZA,-34.4187,19.2345,57.79,67,44,10.76,scattered clouds
115,Banda Aceh,ID,5.5577,95.3222,79.92,83,46,6.24,scattered clouds
